rakonteto	r a k o n t e t o
ramadano	r a m a d a n o
rameno	r a m e n o
ramo	r a m o
rana	r a n a
ranca	r a n t͡s a
ranido	r a n i d o
ranino	r a n i n o
rano	r a n o
ranunkolacoj	r a n u n k o l a t͡s o j
rapida	r a p i d a
rapideco	r a p i d e t͡s o
rapidega	r a p i d e ɡ a
rapido	r a p i d o
rapo	r a p o
raporti	r a p o r t i
raporto	r a p o r t o
rasmiksi	r a s m i k s i
raso	r a s o
raspilo	r a s p i l o
rastro	r a s t r o
rastrumero	r a s t r u m e r o
ratifi	r a t i f i
ravi	r a v i
ravo	r a v o
razeno	r a z e n o
razi	r a z i
razilo	r a z i l o
razklingo	r a z k l i n ɡ o
razoklingo	r a z o k l i n ɡ o
raĝo	r a d͡ʒ o
raĥelo	r a x e l o
raŭpo	r a w p o
readmono	r e a d m o n o
realaĵo	r e a l a ʒ o
realeco	r e a l e t͡s o
realigebla	r e a l i ɡ e b l a
realigi	r e a l i ɡ i
realiĝi	r e a l i d͡ʒ i
realo	r e a l o
rearbarigi	r e a r b a r i ɡ i
recenzo	r e t͡s e n z o
recikligi	r e t͡s i k l i ɡ i
reciproka	r e t͡s i p r o k a
redakcia	r e d a k t͡s i a
rediri	r e d i r i
redoni	r e d o n i
redukti	r e d u k t i
ree	r e e
reenkarniĝi	r e e n k a r n i d͡ʒ i
reenkarniĝo	r e e n k a r n i d͡ʒ o
refalo	r e f a l o
referenci	r e f e r e n t͡s i
referenco	r e f e r e n t͡s o
refoje	r e f o j e
reformo	r e f o r m o
refreŝigi	r e f r e ʃ i ɡ i
regado	r e ɡ a d o
regebla	r e ɡ e b l a
regeneranto	r e ɡ e n e r a n t o
regeo	r e ɡ e o
regetono	r e ɡ e t o n o
regi	r e ɡ i
regiono	r e ɡ i o n o
registara	r e ɡ i s t a r a
registaro	r e ɡ i s t a r o
regno	r e ɡ n o
regularo	r e ɡ u l a r o
regulo	r e ɡ u l o
rekomendantaj	r e k o m e n d a n t a j
rekomendantajn	r e k o m e n d a n t a j n
rekomendatajn	r e k o m e n d a t a j n
rekomendatoj	r e k o m e n d a t o j
rekomendatojn	r e k o m e n d a t o j n
rekomendintajn	r e k o m e n d i n t a j n
rekomendintoj	r e k o m e n d i n t o j
rekomenditaj	r e k o m e n d i t a j
rekomenditajn	r e k o m e n d i t a j n
rekomenditoj	r e k o m e n d i t o j
rekomendontaj	r e k o m e n d o n t a j
rekomendontajn	r e k o m e n d o n t a j n
rekomendotaj	r e k o m e n d o t a j
rekomendotoj	r e k o m e n d o t o j
rekonebla	r e k o n e b l a
rekoni	r e k o n i
rekono	r e k o n o
rekonstrui	r e k o n s t r u i
rekta	r e k t a
rektangulo	r e k t a n ɡ u l o
relativa	r e l a t i v a
relative	r e l a t i v e
relativeco	r e l a t i v e t͡s o
religia	r e l i ɡ i a
religio	r e l i ɡ i o
religiulo	r e l i ɡ i u l o
relikvujo	r e l i k v u j o
relo	r e l o
remboato	r e m b o a t o
rememori	r e m e m o r i
rememorigi	r e m e m o r i ɡ i
remeti	r e m e t i
remi	r e m i
rendevuo	r e n d e v u o
renkontejo	r e n k o n t e j o
renkonti	r e n k o n t i
renkontiĝi	r e n k o n t i d͡ʒ i
renminbio	r e n m i n b i o
reno	r e n o
renovigebla	r e n o v i ɡ e b l a
renovigi	r e n o v i ɡ i
renversi	r e n v e r s i
renversiĝi	r e n v e r s i d͡ʒ i
repertuaro	r e p e r t u a r o
repi	r e p i
repliko	r e p l i k o
repmuziko	r e p m u z i k o
repo	r e p o
repreni	r e p r e n i
reprezenti	r e p r e z e n t i
resaniĝi	r e s a n i d͡ʒ i
respektema	r e s p e k t e m a
respekteme	r e s p e k t e m e
respektemo	r e s p e k t e m o
respondeco	r e s p o n d e t͡s o
respondema	r e s p o n d e m a
respondigi	r e s p o n d i ɡ i
respubliko	r e s p u b l i k o
restadi	r e s t a d i
restado	r e s t a d o
restaĵo	r e s t a ʒ o
restaŭrinte	r e s t a w r i n t e
resto	r e s t o
resumi	r e s u m i
retablo	r e t a b l o
rete	r e t e
retejo	r e t e j o
reteni	r e t e n i
retfotilo	r e t f o t i l o
retino	r e t i n o
retiri	r e t i r i
retiriĝi	r e t i r i d͡ʒ i
retkamerao	r e t k a m e r a o
retletero	r e t l e t e r o
retloko	r e t l o k o
retmesaĝo	r e t m e s a d͡ʒ o
reto	r e t o
retorto	r e t o r t o
retpaĝo	r e t p a d͡ʒ o
retpoŝtaĵo	r e t p o ʃ t a ʒ o
retpoŝtelefono	r e t p o ʃ t e l e f o n o
retroiri	r e t r o i r i
retrospegulo	r e t r o s p e ɡ u l o
retumi	r e t u m i
retumilo	r e t u m i l o
reunuiĝo	r e u n u i d͡ʒ o
revenigi	r e v e n i ɡ i
reveno	r e v e n o
revidi	r e v i d i
revivigi	r e v i v i ɡ i
reviviĝo	r e v i v i d͡ʒ o
revolando	r e v o l a n d o
revuo	r e v u o
rezervi	r e z e r v i
rezino	r e z i n o
reĝeco	r e d͡ʒ e t͡s o
reĝidino	r e d͡ʒ i d i n o
reĝido	r e d͡ʒ i d o
reĝimo	r e d͡ʒ i m o
reĝino	r e d͡ʒ i n o
reĝlando	r e d͡ʒ l a n d o
reĝo	r e d͡ʒ o
reĝustigi	r e d͡ʒ u s t i ɡ i
ri	r i
ribeligi	r i b e l i ɡ i
ribelo	r i b e l o
ribosomo	r i b o s o m o
ridegi	r i d e ɡ i
ridetigi	r i d e t i ɡ i
rideto	r i d e t o
ridi	r i d i
ridinda	r i d i n d a
ridinde	r i d i n d e
ridindigi	r i d i n d i ɡ i
rifo	r i f o
rigardadi	r i ɡ a r d a d i
rigli	r i ɡ l i
rigo	r i ɡ o
rikani	r i k a n i
rikolti	r i k o l t i
rikoltilo	r i k o l t i l o
rikolto	r i k o l t o
rikoto	r i k o t o
rilati	r i l a t i
rimarkigi	r i m a r k i ɡ i
rimarkinda	r i m a r k i n d a
riparenda	r i p a r e n d a
ripetfrazo	r i p e t f r a z o
ripeti	r i p e t i
ripo	r i p o
ripozejo	r i p o z e j o
ripozi	r i p o z i
rito	r i t o
rivalo	r i v a l o
riveli	r i v e l i
riverbordo	r i v e r b o r d o
rivero	r i v e r o
rizomo	r i z o m o
rizoto	r i z o t o
riĉa	r i t͡ʃ a
riĉeco	r i t͡ʃ e t͡s o
riĉegulo	r i t͡ʃ e ɡ u l o
riĉerkaro	r i t͡ʃ e r k a r o
robo	r o b o
robota	r o b o t a
robote	r o b o t e
robotino	r o b o t i n o
rojo	r o j o
rokego	r o k e ɡ o
rokenrolo	r o k e n r o l o
rokmuziko	r o k m u z i k o
roko	r o k o
rokoko	r o k o k o
rokstedio	r o k s t e d i o
rolanto	r o l a n t o
roli	r o l i
rolo	r o l o
rolulo	r o l u l o
romantika	r o m a n t i k a
romia	r o m i a
romiano	r o m i a n o
romio	r o m i o
romkatolika	r o m k a t o l i k a
romo	r o m o
rompdancado	r o m p d a n t͡s a d o
rompdanci	r o m p d a n t͡s i
rompiĝi	r o m p i d͡ʒ i
ronda	r o n d a
rondiri	r o n d i r i
ronki	r o n k i
ronroni	r o n r o n i
ronĝulo	r o n d͡ʒ u l o
rori	r o r i
rosmareno	r o s m a r e n o
roso	r o s o
rostaĵo	r o s t a ʒ o
rostpano	r o s t p a n o
rotacia	r o t a t͡s i a
roza	r o z a
rozacoj	r o z a t͡s o j
roziĝi	r o z i d͡ʒ i
roziĝo	r o z i d͡ʒ o
rozkolora	r o z k o l o r a
rozo	r o z o
rozokolora	r o z o k o l o r a
rozujo	r o z u j o
roĥo	r o x o
ruando	r u a n d o
rubeno	r u b e n o
rubidio	r u b i d i o
rubujo	r u b u j o
rubusujo	r u b u s u j o
rufa	r u f a
ruinigi	r u i n i ɡ i
ruino	r u i n o
rulaĵo	r u l a ʒ o
ruleto	r u l e t o
ruli	r u l i
ruliĝi	r u l i d͡ʒ i
rulseĝo	r u l s e d͡ʒ o
rulsketilo	r u l s k e t i l o
rulumi	r u l u m i
rulumskalo	r u l u m s k a l o
rulŝtuparo	r u l ʃ t u p a r o
rumanio	r u m a n i o
rumanujo	r u m a n u j o
rusko	r u s k o
ruslingvano	r u s l i n ɡ v a n o
rustiĝi	r u s t i d͡ʒ i
rutina	r u t i n a
rutino	r u t i n o
ruza	r u z a
ruze	r u z e
ruzeco	r u z e t͡s o
ruzi	r u z i
ruzulo	r u z u l o
ruĝajn	r u d͡ʒ a j n
ruĝbruna	r u d͡ʒ b r u n a
ruĝeco	r u d͡ʒ e t͡s o
ruĝi	r u d͡ʒ i
ruĝiĝo	r u d͡ʒ i d͡ʒ o
sabato	s a b a t o
sablero	s a b l e r o
sablohorloĝo	s a b l o h o r l o d͡ʒ o
sablokesto	s a b l o k e s t o
sabloludejo	s a b l o l u d e j o
sabloŝtono	s a b l o ʃ t o n o
sabotado	s a b o t a d o
sabotulo	s a b o t u l o
safiro	s a f i r o
safrano	s a f r a n o
sagaceco	s a ɡ a t͡s e t͡s o
sageto	s a ɡ e t o
sahara	s a h a r a
sako	s a k o
saksofono	s a k s o f o n o
sakŝalmo	s a k ʃ a l m o
salajro	s a l a j r o
salajrotago	s a l a j r o t a ɡ o
salamo	s a l a m o
saldo	s a l d o
sali	s a l i
saligi	s a l i ɡ i
salika	s a l i k a
saliko	s a l i k o
salikoko	s a l i k o k o
salivo	s a l i v o
salmo	s a l m o
salo	s a l o
salomono	s a l o m o n o
salono	s a l o n o
saltegi	s a l t e ɡ i
saltego	s a l t e ɡ o
salto	s a l t o
saltoŝnuro	s a l t o ʃ n u r o
saluto	s a l u t o
saluton	s a l u t o n
salvadoro	s a l v a d o r o
sama	s a m a
samarkando	s a m a r k a n d o
samaĝulo	s a m a d͡ʒ u l o
samcentra	s a m t͡s e n t r a
sameo	s a m e o
samideano	s a m i d e a n o
samlandano	s a m l a n d a n o
samlingvano	s a m l i n ɡ v a n o
samnomulo	s a m n o m u l o
samo	s a m o
samopinii	s a m o p i n i i
samseksama	s a m s e k s a m a
samseksemo	s a m s e k s e m o
samseksemulino	s a m s e k s e m u l i n o
samseksemulo	s a m s e k s e m u l o
samtempa	s a m t e m p a
samtempe	s a m t e m p e
samtempeco	s a m t e m p e t͡s o
samumo	s a m u m o
sana	s a n a
sandalo	s a n d a l o
sane	s a n e
saneco	s a n e t͡s o
sangeltiri	s a n ɡ e l t i r i
sango	s a n ɡ o
sangosoifanta	s a n ɡ o s o i f a n t a
sani	s a n i
sanigi	s a n i ɡ i
sankteco	s a n k t e t͡s o
sanktulo	s a n k t u l o
sano	s a n o
sapo	s a p o
saponino	s a p o n i n o
sapotacoj	s a p o t a t͡s o j
sapumantaj	s a p u m a n t a j
sapumantajn	s a p u m a n t a j n
sapumantojn	s a p u m a n t o j n
sapumataj	s a p u m a t a j
sapumatajn	s a p u m a t a j n
sapumatoj	s a p u m a t o j
sapumatojn	s a p u m a t o j n
sapumi	s a p u m i
sapumintaj	s a p u m i n t a j
sapumintajn	s a p u m i n t a j n
sapumintoj	s a p u m i n t o j
sapumitaj	s a p u m i t a j
sapumitoj	s a p u m i t o j
sapumitojn	s a p u m i t o j n
sapumontaj	s a p u m o n t a j
sapumontajn	s a p u m o n t a j n
sapumontoj	s a p u m o n t o j
sapumontojn	s a p u m o n t o j n
sapumotaj	s a p u m o t a j
sapumotajn	s a p u m o t a j n
sapumotoj	s a p u m o t o j
sarajevo	s a r a j e v o
sardelo	s a r d e l o
sardio	s a r d i o
sarkasma	s a r k a s m a
sarkasmema	s a r k a s m e m a
sarkilo	s a r k i l o
saskaĉevano	s a s k a t͡ʃ e v a n o
satana	s a t a n a
satano	s a t a n o
satdormi	s a t d o r m i
satelita	s a t e l i t a
satelito	s a t e l i t o
sati	s a t i
satiro	s a t i r o
saturno	s a t u r n o
saudarabio	s a u d a r a b i o
savano	s a v a n o
saveno	s a v e n o
savi	s a v i
saĝeco	s a d͡ʒ e t͡s o
saĝo	s a d͡ʒ o
saĝtelefono	s a d͡ʒ t e l e f o n o
saĝulo	s a d͡ʒ u l o
saŭco	s a w t͡s o
saŭdado	s a w d a d o
saŭeno	s a w e n o
saŭno	s a w n o
saŭnoj	s a w n o j
saŭnojn	s a w n o j n
saŭnon	s a w n o n
saŭrkraŭto	s a w r k r a w t o
scenejo	s t͡s e n e j o
sceno	s t͡s e n o
scienca	s t͡s i e n t͡s a
scientisto	s t͡s i e n t i s t o
scii	s t͡s i i
sciigi	s t͡s i i ɡ i
sciigo	s t͡s i i ɡ o
sciiĝi	s t͡s i i d͡ʒ i
sciura	s t͡s i u r a
sciuro	s t͡s i u r o
scivola	s t͡s i v o l a
scivoleco	s t͡s i v o l e t͡s o
se	s e
seanco	s e a n t͡s o
sebo	s e b o
sed	s e d
sefarda	s e f a r d a
sefardo	s e f a r d o
segi	s e ɡ i
seka	s e k a
sekalo	s e k a l o
sekaĵo	s e k a ʒ o
sekega	s e k e ɡ a
sekigi	s e k i ɡ i
sekreta	s e k r e t a
sekretariino	s e k r e t a r i i n o
sekretario	s e k r e t a r i o
sekreteco	s e k r e t e t͡s o
sekreto	s e k r e t o
sekslaboristo	s e k s l a b o r i s t o
sekstanto	s e k s t a n t o
sekureco	s e k u r e t͡s o
sekurigi	s e k u r i ɡ i
sekvantaro	s e k v a n t a r o
sekvinbero	s e k v i n b e r o
seleno	s e l e n o
selo	s e l o
selĝuko	s e l d͡ʒ u k o
semajnfino	s e m a j n f i n o
semajnofino	s e m a j n o f i n o
semero	s e m e r o
semolo	s e m o l o
sen	s e n
senakompana	s e n a k o m p a n a
senama	s e n a m a
senamika	s e n a m i k a
senarbara	s e n a r b a r a
senarbarigi	s e n a r b a r i ɡ i
senbezonaj	s e n b e z o n a j
senbezonajn	s e n b e z o n a j n
senceleco	s e n t͡s e l e t͡s o
senchava	s e n t͡s h a v a
senchaveco	s e n t͡s h a v e t͡s o
senco	s e n t͡s o
sendanĝera	s e n d a n d͡ʒ e r a
sendependeco	s e n d e p e n d e t͡s o
sendiskute	s e n d i s k u t e
sendispute	s e n d i s p u t e
sendiulo	s e n d i u l o
sendo	s e n d o
sendolore	s e n d o l o r e
sendorma	s e n d o r m a
sendormeco	s e n d o r m e t͡s o
sendube	s e n d u b e
senegalo	s e n e ɡ a l o
senekzempla	s e n e k z e m p l a
senelira	s e n e l i r a
senelirejo	s e n e l i r e j o
senfenestra	s e n f e n e s t r a
senfina	s e n f i n a
senfleksia	s e n f l e k s i a
senfolia	s e n f o l i a
senglacia	s e n ɡ l a t͡s i a
sengrasa	s e n ɡ r a s a
senhara	s e n h a r a
senhejma	s e n h e j m a
senhejmeco	s e n h e j m e t͡s o
senhejmulo	s e n h e j m u l o
senhomiĝi	s e n h o m i d͡ʒ i
senhonteco	s e n h o n t e t͡s o
senigi	s e n i ɡ i
seniluziigata	s e n i l u z i i ɡ a t a
seniluziigi	s e n i l u z i i ɡ i
seniluziiĝi	s e n i l u z i i d͡ʒ i
seninfana	s e n i n f a n a
senkapigi	s e n k a p i ɡ i
senkiala	s e n k i a l a
senkolora	s e n k o l o r a
senkora	s e n k o r a
senkosta	s e n k o s t a
senkulpeco	s e n k u l p e t͡s o
senloĝantejo	s e n l o d͡ʒ a n t e j o
senmezura	s e n m e z u r a
senmona	s e n m o n a
senmoraligi	s e n m o r a l i ɡ i
senmorteco	s e n m o r t e t͡s o
senmortulo	s e n m o r t u l o
sennacieco	s e n n a t͡s i e t͡s o
sennaciulo	s e n n a t͡s i u l o
sennoma	s e n n o m a
senodorigilo	s e n o d o r i ɡ i l o
senokupa	s e n o k u p a
senpaga	s e n p a ɡ a
senpage	s e n p a ɡ e
senpartia	s e n p a r t i a
senpekigi	s e n p e k i ɡ i
senperspektiva	s e n p e r s p e k t i v a
senplumba	s e n p l u m b a
senreviĝo	s e n r e v i d͡ʒ o
senrigarde	s e n r i ɡ a r d e
sensencaĵo	s e n s e n t͡s a ʒ o
sensenceco	s e n s e n t͡s e t͡s o
sensignifeco	s e n s i ɡ n i f e t͡s o
sensonĝa	s e n s o n d͡ʒ a
senutila	s e n u t i l a
senvalora	s e n v a l o r a
senvestigi	s e n v e s t i ɡ i
senvestiĝi	s e n v e s t i d͡ʒ i
senviva	s e n v i v a
senzorgeco	s e n z o r ɡ e t͡s o
senĝeneco	s e n d͡ʒ e n e t͡s o
sepiliono	s e p i l i o n o
seplatero	s e p l a t e r o
sepo	s e p o
sepono	s e p o n o
septembro	s e p t e m b r o
serba	s e r b a
serbia	s e r b i a
serbio	s e r b i o
serena	s e r e n a
serio	s e r i o
seriozeco	s e r i o z e t͡s o
sero	s e r o
serotonino	s e r o t o n i n o
serpentajn	s e r p e n t a j n
serpentan	s e r p e n t a n
seruro	s e r u r o
servantino	s e r v a n t i n o
servi	s e r v i
servilo	s e r v i l o
servistino	s e r v i s t i n o
serĉilo	s e r t͡ʃ i l o
serĝento	s e r d͡ʒ e n t o
sesangulo	s e s a n ɡ u l o
sesdek	s e s d e k
sesdeknaŭumi	s e s d e k n a w u m i
seslatero	s e s l a t e r o
seso	s e s o
sesono	s e s o n o
sevilo	s e v i l o
sezono	s e z o n o
seĝo	s e d͡ʒ o
sfera	s f e r a
sfero	s f e r o
si	s i
sia	s i a
siaj	s i a j
siajn	s i a j n
sibla	s i b l a
sibli	s i b l i
sicilio	s i t͡s i l i o
sidadi	s i d a d i
sidi	s i d i
sidigi	s i d i ɡ i
sidloko	s i d l o k o
sidnejo	s i d n e j o
sieĝi	s i e d͡ʒ i
sieĝo	s i e d͡ʒ o
sifilisa	s i f i l i s a
sifiliso	s i f i l i s o
sifilisulo	s i f i l i s u l o
sigelo	s i ɡ e l o
sigelvakso	s i ɡ e l v a k s o
signalo	s i ɡ n a l o
sika	s i k a
silentiĝi	s i l e n t i d͡ʒ i
silueto	s i l u e t o
silvino	s i l v i n o
simboleco	s i m b o l e t͡s o
simboli	s i m b o l i
simbolo	s i m b o l o
simetria	s i m e t r i a
simia	s i m i a
simileco	s i m i l e t͡s o
simili	s i m i l i
simio	s i m i o
simpatia	s i m p a t i a
simpatio	s i m p a t i o
simpla	s i m p l a
simpleco	s i m p l e t͡s o
simpligi	s i m p l i ɡ i
simptomo	s i m p t o m o
sincera	s i n t͡s e r a
sincere	s i n t͡s e r e
sincereco	s i n t͡s e r e t͡s o
sindevigo	s i n d e v i ɡ o
sindikato	s i n d i k a t o
sindoni	s i n d o n i
sindromo	s i n d r o m o
sinekdoĥo	s i n e k d o x o
singapuro	s i n ɡ a p u r o
singularo	s i n ɡ u l a r o
singulti	s i n ɡ u l t i
sinjoriĉo	s i n j o r i t͡ʃ o
sinjoro	s i n j o r o
sinkrona	s i n k r o n a
sinkronigi	s i n k r o n i ɡ i
sinmortiganta	s i n m o r t i ɡ a n t a
sinmortigi	s i n m o r t i ɡ i
sino	s i n o
sinokomputilo	s i n o k o m p u t i l o
sinonimo	s i n o n i m o
sinteno	s i n t e n o
sintezatoro	s i n t e z a t o r o
sintezilo	s i n t e z i l o
sinto	s i n t o
sinuso	s i n u s o
siria	s i r i a
siriano	s i r i a n o
siro	s i r o
siropo	s i r o p o
siropvaflo	s i r o p v a f l o
siropvafloj	s i r o p v a f l o j
siropvaflojn	s i r o p v a f l o j n
siropvaflon	s i r o p v a f l o n
sistema	s i s t e m a
sistemigi	s i s t e m i ɡ i
sistolo	s i s t o l o
sitelo	s i t e l o
situi	s i t u i
sizigio	s i z i ɡ i o
skabelo	s k a b e l o
skafandro	s k a f a n d r o
skalpi	s k a l p i
skalpo	s k a l p o
skandalo	s k a n d a l o
skandi	s k a n d i
skandinavio	s k a n d i n a v i o
skandinavujo	s k a n d i n a v u j o
skanilo	s k a n i l o
skao	s k a o
skarlato	s k a r l a t o
skatoleto	s k a t o l e t o
skatolo	s k a t o l o
skeldo	s k e l d o
skeletkapo	s k e l e t k a p o
skeleto	s k e l e t o
sketi	s k e t i
skiflo	s k i f l o
skiistino	s k i i s t i n o
skio	s k i o
skipo	s k i p o
skirpo	s k i r p o
skizi	s k i z i
skizo	s k i z o
skizofrenio	s k i z o f r e n i o
sklaveco	s k l a v e t͡s o
sklavigi	s k l a v i ɡ i
sklavino	s k l a v i n o
sklavo	s k l a v o
skolo	s k o l o
skoltina	s k o l t i n a
skoltino	s k o l t i n o
skombro	s k o m b r o
skono	s k o n o
skota	s k o t a
skotlando	s k o t l a n d o
skoto	s k o t o
skribato	s k r i b a t o
skribaĉi	s k r i b a t͡ʃ i
skribaĵo	s k r i b a ʒ o
skribito	s k r i b i t o
skribmaŝino	s k r i b m a ʃ i n o
skuiĝi	s k u i d͡ʒ i
skvama	s k v a m a
skvamo	s k v a m o
skvaŝo	s k v a ʃ o
slango	s l a n ɡ o
slave	s l a v e
slavo	s l a v o
slavonio	s l a v o n i o
slojdo	s l o j d o
slovakio	s l o v a k i o
slovakujo	s l o v a k u j o
slovenio	s l o v e n i o
slovenujo	s l o v e n u j o
smeraldo	s m e r a l d o
smirgo	s m i r ɡ o
smuzio	s m u z i o
so	s o
sob	s o b
sobrema	s o b r e m a
socia	s o t͡s i a
sociala	s o t͡s i a l a
socialdemokratio	s o t͡s i a l d e m o k r a t i o
socio	s o t͡s i o
sociologio	s o t͡s i o l o ɡ i o
sofo	s o f o
soifi	s o i f i
soifo	s o i f o
sojo	s o j o
sola	s o l a
solanino	s o l a n i n o
soldatejo	s o l d a t e j o
soldati	s o l d a t i
soldatigi	s o l d a t i ɡ i
soldatiĝi	s o l d a t i d͡ʒ i
soldato	s o l d a t o
soldulo	s o l d u l o
sole	s o l e
solenejo	s o l e n e j o
soleno	s o l e n o
solideco	s o l i d e t͡s o
solido	s o l i d o
solrego	s o l r e ɡ o
solstico	s o l s t i t͡s o
solvenda	s o l v e n d a
somalio	s o m a l i o
somerdomo	s o m e r d o m o
somnambulismo	s o m n a m b u l i s m o
somnambulo	s o m n a m b u l o
sonaparato	s o n a p a r a t o
sondilo	s o n d i l o
soneto	s o n e t o
sonimito	s o n i m i t o
sono	s o n o
sonoj	s o n o j
sonojn	s o n o j n
sonoranto	s o n o r a n t o
sonori	s o n o r i
sonorigi	s o n o r i ɡ i
sonorilo	s o n o r i l o
sonorilturo	s o n o r i l t u r o
sonĝaĉo	s o n d͡ʒ a t͡ʃ o
sonĝo	s o n d͡ʒ o
sopiri	s o p i r i
sopiro	s o p i r o
sorbis	s o r b i s
sorbo	s o r b o
sorbon	s o r b o n
sorbos	s o r b o s
sorbus	s o r b u s
sorgo	s o r ɡ o
sorĉado	s o r t͡ʃ a d o
sorĉarto	s o r t͡ʃ a r t o
sorĉbastono	s o r t͡ʃ b a s t o n o
sorĉi	s o r t͡ʃ i
sorĉistino	s o r t͡ʃ i s t i n o
sorĉisto	s o r t͡ʃ i s t o
sorĉkadavro	s o r t͡ʃ k a d a v r o
soulo	s o u l o
sovaĝa	s o v a d͡ʒ a
sovaĝejo	s o v a d͡ʒ e j o
sovetunio	s o v e t u n i o
sozo	s o z o
spaceto	s p a t͡s e t o
spactempo	s p a t͡s t e m p o
spado	s p a d o
spaliro	s p a l i r o
spamo	s p a m o
sparadrapo	s p a r a d r a p o
spatelo	s p a t e l o
specifa	s p e t͡s i f a
specifika	s p e t͡s i f i k a
specifiki	s p e t͡s i f i k i
specimeno	s p e t͡s i m e n o
speco	s p e t͡s o
spegulizomero	s p e ɡ u l i z o m e r o
speguliĝo	s p e ɡ u l i d͡ʒ o
spegulo	s p e ɡ u l o
spektoradego	s p e k t o r a d e ɡ o
spermatozoo	s p e r m a t o z o o
sperta	s p e r t a
sperto	s p e r t o
spickukbuleto	s p i t͡s k u k b u l e t o
spickuko	s p i t͡s k u k o
spico	s p i t͡s o
spiko	s p i k o
spina	s p i n a
spino	s p i n o
spioni	s p i o n i
spionino	s p i o n i n o
spirado	s p i r a d o
spiralo	s p i r a l o
spiregi	s p i r e ɡ i
spiri	s p i r i
spiritismo	s p i r i t i s m o
spirito	s p i r i t o
spiro	s p i r o
spiroketo	s p i r o k e t o
spiroĥeto	s p i r o x e t o
spleno	s p l e n o
splito	s p l i t o
spoko	s p o k o
spontana	s p o n t a n a
spontane	s p o n t a n e
spontaneco	s p o n t a n e t͡s o
sportema	s p o r t e m a
sporthalo	s p o r t h a l o
sportistino	s p o r t i s t i n o
sporto	s p o r t o
spotifajo	s p o t i f a j o
spozo	s p o z o
spozoj	s p o z o j
spozojn	s p o z o j n
spozon	s p o z o n
sprono	s p r o n o
sputniko	s p u t n i k o
stabano	s t a b a n o
stabejo	s t a b e j o
stablo	s t a b l o
stacidomo	s t a t͡s i d o m o
stacio	s t a t͡s i o
stadiono	s t a d i o n o
stalino	s t a l i n o
stalo	s t a l o
stalono	s t a l o n o
stameno	s t a m e n o
stando	s t a n d o
stango	s t a n ɡ o
stani	s t a n i
stano	s t a n o
staplo	s t a p l o
starantaj	s t a r a n t a j
starantajn	s t a r a n t a j n
starantoj	s t a r a n t o j
starantojn	s t a r a n t o j n
starigi	s t a r i ɡ i
starintaj	s t a r i n t a j
starintajn	s t a r i n t a j n
starintojn	s t a r i n t o j n
stariĝi	s t a r i d͡ʒ i
starontaj	s t a r o n t a j
starontajn	s t a r o n t a j n
starontoj	s t a r o n t o j
starontojn	s t a r o n t o j n
stati	s t a t i
statistiko	s t a t i s t i k o
stato	s t a t o
statuto	s t a t u t o
staĝo	s t a d͡ʒ o
stelamaso	s t e l a m a s o
steleto	s t e l e t o
stellumo	s t e l l u m o
stelo	s t e l o
stelokvinlatero	s t e l o k v i n l a t e r o
stepalaŭdo	s t e p a l a w d o
sterila	s t e r i l a
sterki	s t e r k i
sterko	s t e r k o
sterni	s t e r n i
stetoskopo	s t e t o s k o p o
stevardino	s t e v a r d i n o
stilo	s t i l o
stimulilo	s t i m u l i l o
stimulo	s t i m u l o
stinka	s t i n k a
stokholmo	s t o k h o l m o
stoko	s t o k o
strabi	s t r a b i
strabismo	s t r a b i s m o
strange	s t r a n ɡ e
strangeco	s t r a n ɡ e t͡s o
strangoli	s t r a n ɡ o l i
strangolu	s t r a n ɡ o l u
strangolus	s t r a n ɡ o l u s
strangulo	s t r a n ɡ u l o
strasburgo	s t r a s b u r ɡ o
stratangulo	s t r a t a n ɡ u l o
strategia	s t r a t e ɡ i a
strategio	s t r a t e ɡ i o
strateto	s t r a t e t o
strato	s t r a t o
strebi	s t r e b i
strebintojn	s t r e b i n t o j n
streĉi	s t r e t͡ʃ i
strigli	s t r i ɡ l i
striglilo	s t r i ɡ l i l o
striki	s t r i k i
striko	s t r i k o
strikodo	s t r i k o d o
strio	s t r i o
striptizo	s t r i p t i z o
strudelo	s t r u d e l o
struto	s t r u t o
stufaĵo	s t u f a ʒ o
stukaĉo	s t u k a t͡ʃ o
stuko	s t u k o
stultaĵo	s t u l t a ʒ o
stulte	s t u l t e
sub	s u b
subakvisto	s u b a k v i s t o
subaĉeti	s u b a t͡ʃ e t i
subgrundo	s u b ɡ r u n d o
subiri	s u b i r i
subiro	s u b i r o
subita	s u b i t a
subjunktiva	s u b j u n k t i v a
subjunktivo	s u b j u n k t i v o
subjupo	s u b j u p o
submara	s u b m a r a
subpremi	s u b p r e m i
subregiono	s u b r e ɡ i o n o
subreto	s u b r e t o
subspecio	s u b s p e t͡s i o
substantivo	s u b s t a n t i v o
subtaso	s u b t a s o
subtegmento	s u b t e ɡ m e n t o
subteni	s u b t e n i
subteno	s u b t e n o
subtervojo	s u b t e r v o j o
subĉemizo	s u b t͡ʃ e m i z o
subŝtato	s u b ʃ t a t o
sudano	s u d a n o
sudo	s u d o
sudokcidento	s u d o k t͡s i d e n t o
suduesto	s u d u e s t o
sufikso	s u f i k s o
sufiĉa	s u f i t͡ʃ a
sufiĉe	s u f i t͡ʃ e
sufiĉegi	s u f i t͡ʃ e ɡ i
